epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8942307829856873,0.3349069654941559,0.4958677589893341,40.15501403808594
1,0.9271978139877319,0.2203291654586792,0.4958677589893341,16.56611442565918
2,0.9247939586639404,0.21022208034992218,0.4958677589893341,3.3251500129699707
3,0.9395604133605957,0.18295514583587646,0.4958677589893341,3.181338310241699
4,0.9412774443626404,0.1735161542892456,0.5013774037361145,56.77200698852539
5,0.9433379173278809,0.1700741946697235,0.7906336188316345,14.262901306152344
6,0.9381868243217468,0.1658485233783722,0.5096418857574463,165.4718017578125
7,0.9515796899795532,0.1263967752456665,0.5206611752510071,222.8154296875
8,0.9550137519836426,0.12117593735456467,0.7988981008529663,55.517616271972656
9,0.9663461446762085,0.09366310387849808,0.8016529083251953,6.982230186462402
10,0.9653159379959106,0.09286205470561981,0.6033057570457458,7.237788200378418
11,0.9711538553237915,0.08222824335098267,0.7603305578231812,14.167060852050781
12,0.9728708863258362,0.07295365631580353,0.5041322112083435,50.229984283447266
13,0.9824862480163574,0.05763869360089302,0.7162534594535828,4.939886093139648
