Test Loss,Test Accuracy,Seed,Pool
0.4430781602859497,0.8442623019218445,100,2833
0.32469236850738525,0.9262295365333557,110,2823
0.32469236850738525,0.9262295365333557,120,2813
0.3246923089027405,0.9262295365333557,130,2803
0.3287072777748108,0.9234972596168518,140,2793
0.19828200340270996,0.9344262480735779,150,2783
0.21633556485176086,0.937158465385437,160,2773
0.21633559465408325,0.937158465385437,170,2763
